"time","survival","lower","upper","strata"
40,0.971539635341954,0.969764611633445,0.973317907992658,"5-17"
41,0.968683903799414,0.966824932190506,0.970546449763231,"5-17"
42,0.965530671160379,0.963583801117549,0.967481474751032,"5-17"
43,0.962645185254507,0.960621700363268,0.96467293248034,"5-17"
44,0.95901595267602,0.956900766664785,0.961135814210588,"5-17"
45,0.956249464215971,0.954067367234389,0.958436551984787,"5-17"
46,0.953393723315457,0.951145064872801,0.955647697944864,"5-17"
47,0.950954477001782,0.94865078489277,0.95326376336889,"5-17"
48,0.948693728669151,0.946340429984276,0.95105287938626,"5-17"
49,0.946760231876619,0.944365502095508,0.949161034233138,"5-17"
50,0.944856481111834,0.942421818645298,0.947297433311065,"5-17"
51,0.943398978551753,0.940934279025393,0.945870134154686,"5-17"
52,0.94235797114649,0.939872088586636,0.944850428656464,"5-17"
53,0.94131696534175,0.93881012890992,0.943830495596645,"5-17"
54,0.940335457582729,0.937809067835818,0.942868653240749,"5-17"
55,0.939681199277226,0.937141876750651,0.942227402468356,"5-17"
56,0.938788942339225,0.936232126182183,0.94135274106894,"5-17"
57,0.937896686051949,0.935322531001038,0.940477925583353,"5-17"
58,0.937420925578626,0.934837580250843,0.940011409764778,"5-17"
59,0.936974916019156,0.934382993282123,0.93957402859539,"5-17"
60,0.936588407840797,0.93398908085782,0.939194968849207,"5-17"
61,0.936261397197762,0.933655826069018,0.938874239743572,"5-17"
62,0.935696385417884,0.933080078758386,0.938320028061391,"5-17"
63,0.935369373583187,0.932746876051773,0.937999244490464,"5-17"
64,0.93507211214987,0.932444003051343,0.937707628618075,"5-17"
65,0.93480460032213,0.932171454098294,0.937445184511382,"5-17"
66,0.934656089682869,0.932020149909584,0.937299484422112,"5-17"
67,0.934537328438995,0.931899156420725,0.937182969024598,"5-17"
68,0.934329317859862,0.931687246396772,0.936978881688703,"5-17"
69,0.93424030717963,0.931596566255085,0.936891550671626,"5-17"
70,0.934121544354821,0.931475579870737,0.936775025008091,"5-17"
71,0.934062282695381,0.931415206966951,0.936716881395155,"5-17"
72,0.933943521355839,0.931294225855573,0.936600353428815,"5-17"
74,0.933884498797728,0.931234093265573,0.936542447706502,"5-17"
75,0.933854987511473,0.931204027174634,0.936513494627002,"5-17"
77,0.93379596467368,0.931143895221269,0.93645558770875,"5-17"
78,0.933766452734382,0.931113828914606,0.93642663353904,"5-17"
80,0.933707428596905,0.931053696536307,0.936368724446655,"5-17"
81,0.933648166430028,0.930993327436624,0.936310576014834,"5-17"
82,0.933618654796561,0.930963262219969,0.936281621366694,"5-17"
85,0.933589619455488,0.930933672079477,0.936253144231131,"5-17"
86,0.93356010715356,0.930903606475865,0.936224188633178,"5-17"
10,0.999992599683797,0.999956122569045,1.00002907812919,"18-39"
11,0.999956497290389,0.999893319500251,1.00001967907239,"18-39"
12,0.999939006500942,0.99986605582555,1.00001196249885,"18-39"
14,0.999885413484427,0.999788913316983,0.99998192296612,"18-39"
15,0.999793474481876,0.999667134599132,0.999919830331701,"18-39"
16,0.999682923713363,0.999528201472613,0.999837669904384,"18-39"
17,0.999572373271144,0.999393728275418,0.999751050200266,"18-39"
18,0.999405986239136,0.999196529224134,0.999615487161657,"18-39"
19,0.999202374789036,0.99896054593714,0.999444262182977,"18-39"
20,0.998905703184355,0.998623361698451,0.999188124496866,"18-39"
21,0.9986648651719,0.998353478477404,0.998976348987983,"18-39"
22,0.998219294108369,0.997860451654152,0.998578265606588,"18-39"
23,0.99764344225862,0.997231374773627,0.99805568001464,"18-39"
24,0.997048975319419,0.996588430601915,0.997509732864436,"18-39"
25,0.99626838471688,0.995751150568483,0.99678588753799,"18-39"
26,0.995636687478892,0.995077811017659,0.99619587782804,"18-39"
27,0.994539685812629,0.993915245901278,0.995164518036308,"18-39"
28,0.993684639192622,0.993013592330861,0.994356139526413,"18-39"
29,0.992792365906444,0.992075993412528,0.993509255688908,"18-39"
30,0.992048989483197,0.991296984044878,0.992801565398565,"18-39"
31,0.991063652573849,0.990266974408376,0.991860971673651,"18-39"
32,0.990208594080643,0.989375146242334,0.991042744013906,"18-39"
33,0.989521052076414,0.988659207144926,0.990383648304892,"18-39"
34,0.98872183264732,0.987828171094735,0.989616302671452,"18-39"
35,0.987662034427068,0.986727954300912,0.988596998794598,"18-39"
36,0.986769747110641,0.985803000559882,0.98773744171988,"18-39"
37,0.985784393101129,0.984782885265461,0.986786919453629,"18-39"
38,0.984612919535251,0.983571697247675,0.985655244074808,"18-39"
39,0.983255322956366,0.982170022800253,0.984341822371673,"18-39"
40,0.981599924356751,0.980463371493525,0.982737794711736,"18-39"
41,0.979981741684034,0.978797390506177,0.981167525934482,"18-39"
42,0.978084373086186,0.976846542912949,0.979323771800101,"18-39"
43,0.976112548069899,0.974821706171765,0.977405099278356,"18-39"
44,0.974010429594328,0.972665613247886,0.975357105296115,"18-39"
45,0.971703573772586,0.970302195129379,0.973106976385347,"18-39"
46,0.969508384922208,0.968055464529534,0.970963485951988,"18-39"
47,0.967313188423458,0.965810725834209,0.968817988317286,"18-39"
48,0.965359953762413,0.963814920981691,0.966907463290737,"18-39"
49,0.963574224665034,0.961991417827705,0.965159635764146,"18-39"
50,0.961844334606605,0.960225908802471,0.963465488208499,"18-39"
51,0.960207502345657,0.958556197202177,0.961861652193166,"18-39"
52,0.958645118961701,0.956963133509947,0.960330060718625,"18-39"
53,0.957380536355834,0.955674185855109,0.959089933535097,"18-39"
54,0.956078723819597,0.954347720747753,0.957812866597829,"18-39"
55,0.954628005085012,0.952870026115897,0.956389227403136,"18-39"
56,0.953605367374386,0.951828654597447,0.955385396618292,"18-39"
57,0.952694408595847,0.950901203918701,0.954490994889297,"18-39"
58,0.951634541638028,0.949822386497375,0.953450154168504,"18-39"
59,0.950816644185959,0.948990021139682,0.952646783129852,"18-39"
60,0.950352390452291,0.948517605410639,0.952190724649097,"18-39"
61,0.949478646723062,0.947628646219837,0.951332258875086,"18-39"
62,0.948902714437592,0.947042758629962,0.950766323127391,"18-39"
63,0.948382617419066,0.946513725489504,0.950255199476886,"18-39"
64,0.947918356110467,0.946041529459307,0.949798906148148,"18-39"
65,0.94745409743733,0.945569377877152,0.949342573641816,"18-39"
66,0.947027068048528,0.945135123052683,0.948922800286831,"18-39"
67,0.946581421199205,0.944681973444051,0.948484688125123,"18-39"
68,0.946247450034189,0.944342398264288,0.948156344925243,"18-39"
69,0.945894863740687,0.943983919227172,0.947809676655835,"18-39"
70,0.945430602164168,0.943511940572911,0.947353165414898,"18-39"
71,0.945171076092309,0.943248107837098,0.947097964638354,"18-39"
72,0.945079068165074,0.943154563058301,0.947007500220888,"18-39"
73,0.944856767746626,0.942928584126612,0.946788894286745,"18-39"
74,0.944690310948574,0.9427593736853,0.946625203111495,"18-39"
75,0.944579690967676,0.942646919809956,0.946516425013589,"18-39"
76,0.944506297546486,0.942572304261351,0.946444259047121,"18-39"
77,0.944358452659045,0.942422020431875,0.94629886375098,"18-39"
78,0.944210604519654,0.942271737132026,0.946153461421769,"18-39"
79,0.944118595979522,0.942178207670672,0.946062980461027,"18-39"
80,0.944026586655518,0.942084678912502,0.945972497229456,"18-39"
81,0.943971805131725,0.942028985581022,0.9459186315101,"18-39"
82,0.943954248747135,0.942011123888516,0.945901381768843,"18-39"
83,0.943880852011704,0.941936513172445,0.945829204341754,"18-39"
84,0.943863295923272,0.941918652090158,0.945811954582537,"18-39"
85,0.943827126155965,0.941881874698055,0.945776395106233,"18-39"
86,0.943809568160183,0.94186401182448,0.945759143323878,"18-39"
87,0.94377339608417,0.941827232407184,0.945723581255681,"18-39"
88,0.943737226964172,0.941790456290181,0.945688021798772,"18-39"
2,0.999970202075846,0.999915843428336,1.00002456367847,"40-64"
3,0.999963309461588,0.999900541565167,1.00002608129821,"40-64"
4,0.999908375018159,0.999819611508472,0.999997146408228,"40-64"
5,0.999853440827433,0.999744732743727,0.999962160731605,"40-64"
6,0.999766475926802,0.999633343543645,0.999899626040691,"40-64"
7,0.999711538824266,0.999564359981268,0.999858739338317,"40-64"
9,0.999713762030602,0.999563273827762,0.999864272890036,"40-64"
10,0.999706866730035,0.999553141914366,0.999860615187589,"40-64"
11,0.999683958458868,0.999523958886426,0.999843983643365,"40-64"
12,0.99966104983262,0.999495012643663,0.999827114603854,"40-64"
13,0.999590084974535,0.999409835582317,0.999770366875783,"40-64"
14,0.999535137846056,0.999344280881288,0.999726031261106,"40-64"
15,0.999464174944852,0.999260837899971,0.999667553366271,"40-64"
16,0.999393211936197,0.999178119742829,0.999608350432272,"40-64"
17,0.99925819015183,0.999023425649611,0.999493009822297,"40-64"
18,0.999075104920082,0.998816433316773,0.999333843513678,"40-64"
19,0.998827943769457,0.998540486144795,0.999115484146784,"40-64"
20,0.998452626915471,0.998126750479199,0.998778609746497,"40-64"
21,0.998045283652235,0.997682380914197,0.998408318394606,"40-64"
22,0.99734963780802,0.996931557927921,0.997767893016891,"40-64"
23,0.996605892918923,0.996136048771079,0.99707595867658,"40-64"
24,0.996070376921759,0.995566427075033,0.996574581864922,"40-64"
25,0.995118363176924,0.994559383044079,0.995677657477826,"40-64"
26,0.994134356600062,0.993523807736272,0.994745280663632,"40-64"
27,0.993246435096602,0.992592872225886,0.993900428299268,"40-64"
28,0.992182198957414,0.991480724059058,0.992884170150878,"40-64"
29,0.990925710370019,0.990171776982064,0.991680217815494,"40-64"
30,0.990117753067936,0.989331863582726,0.990904266835356,"40-64"
31,0.988845221732975,0.988011795845254,0.989679350647433,"40-64"
32,0.987540592584325,0.986661224521998,0.988420744389005,"40-64"
33,0.986604385693396,0.985693452061532,0.987516161169222,"40-64"
34,0.985411853204735,0.984462404918225,0.986362217170751,"40-64"
35,0.98439557939712,0.983414529137409,0.985377608348506,"40-64"
36,0.983363236023494,0.982351164007428,0.984376350731627,"40-64"
37,0.982218652315937,0.98117336687895,0.983265051339659,"40-64"
38,0.980929797712954,0.979848460273625,0.982012328490544,"40-64"
39,0.979016162589258,0.977883734918932,0.980149901655186,"40-64"
40,0.97684607561689,0.975658645677996,0.97803495072297,"40-64"
41,0.974804202050571,0.973567451961413,0.976042523218117,"40-64"
42,0.972265499372467,0.970970404893595,0.973562321267231,"40-64"
43,0.969758836921399,0.968408896272311,0.971110659357987,"40-64"
44,0.966915656378875,0.965506472203068,0.968326897299095,"40-64"
45,0.963960134264055,0.962492274501306,0.965430232602988,"40-64"
46,0.961180701563692,0.959660031094924,0.962703781676084,"40-64"
47,0.95828915202599,0.956715761588787,0.959865130021136,"40-64"
48,0.955862166237407,0.954246052912145,0.957481016615939,"40-64"
49,0.953274873160216,0.95161468741232,0.954937955266012,"40-64"
50,0.950591391919859,0.948886968461424,0.952298876922422,"40-64"
51,0.948324495595008,0.946583738461999,0.95006845396133,"40-64"
52,0.946458142517018,0.944688127734067,0.948231473687928,"40-64"
53,0.944255188734283,0.942451443671816,0.946062385960012,"40-64"
54,0.942308681988658,0.940475763691187,0.944145172509482,"40-64"
55,0.940586440345655,0.938728174808763,0.942448384424321,"40-64"
56,0.938880138946103,0.936997191785786,0.940766869991836,"40-64"
57,0.937462221395114,0.935559050133776,0.939369264203469,"40-64"
58,0.936124305205586,0.934202295255274,0.938050269462441,"40-64"
59,0.93502685974999,0.933089550575351,0.936968191225421,"40-64"
60,0.934057545215604,0.932106836991775,0.936012335871215,"40-64"
61,0.933008155570024,0.931043091533442,0.934977367080234,"40-64"
62,0.932054823175004,0.930076823621638,0.93403702935102,"40-64"
63,0.931149581878825,0.929159397080224,0.933144029493413,"40-64"
64,0.930436661264007,0.92843692168751,0.932440708034974,"40-64"
65,0.929803882856971,0.927795699503038,0.931816412857892,"40-64"
66,0.929203105192367,0.927186942195027,0.931223652325254,"40-64"
67,0.92863443453134,0.926610751774339,0.93066253693477,"40-64"
68,0.928193860304946,0.92616434751744,0.930227820383223,"40-64"
69,0.9277533101892,0.925717990963718,0.929793104345914,"40-64"
70,0.927424924060371,0.925385259194472,0.929469084602772,"40-64"
71,0.92719275346893,0.925149988267273,0.929240029171286,"40-64"
72,0.92686439404449,0.924817305702364,0.928916013628251,"40-64"
73,0.926600082048353,0.924549497951425,0.928655214192896,"40-64"
74,0.926367878876915,0.924314216287318,0.928426104341299,"40-64"
75,0.926199777540355,0.9241438564198,0.928260272420314,"40-64"
76,0.925951533870709,0.923892341871825,0.928015315442963,"40-64"
77,0.925815463648032,0.923754426462067,0.927881099322687,"40-64"
78,0.925647347659312,0.923584062715957,0.92771524197709,"40-64"
79,0.925559359556567,0.923494841511786,0.927628492932767,"40-64"
80,0.925439230715486,0.923373073849941,0.927510010852289,"40-64"
81,0.925271041053926,0.923202642155284,0.927344074118253,"40-64"
82,0.925151000807717,0.923080969835669,0.927225673873324,"40-64"
83,0.924998901600363,0.922926837480378,0.927075617713922,"40-64"
84,0.924926891214866,0.922853801151247,0.927004638248425,"40-64"
85,0.924870946459354,0.922797033332669,0.926949520541267,"40-64"
86,0.9248310386188,0.922756504182735,0.926910237008039,"40-64"
87,0.924775084122318,0.922699727142448,0.926855109041786,"40-64"
88,0.924735146962511,0.922659168465484,0.926815796400735,"40-64"
89,0.924711266380886,0.922634868225573,0.926792337489117,"40-64"
1,0.999895142437151,0.999766056506323,1.00002424503506,"65-85"
2,0.999889857488718,0.999735558843221,1.00004417994858,"65-85"
3,0.99983475550702,0.999645774129482,1.00002377261117,"65-85"
4,0.999729836945345,0.999500978960433,0.999958747332385,"65-85"
5,0.999674716903069,0.999421185567047,0.999928312554455,"65-85"
6,0.999569736825238,0.999285232808117,0.999854321842792,"65-85"
7,0.999489654252493,0.999181067829085,0.99979833597953,"65-85"
8,0.999359718689892,0.99902168976748,0.999697861987751,"65-85"
9,0.999204829200547,0.998836485870182,0.999573308365767,"65-85"
10,0.998875458678983,0.998458672883172,0.999292418453351,"65-85"
11,0.998745448954233,0.998306441236067,0.999184649727124,"65-85"
12,0.998490798675585,0.998017928373043,0.998963893028534,"65-85"
13,0.998310880816578,0.997813529400621,0.998808480132994,"65-85"
14,0.997806777603797,0.997257303405121,0.998356554554726,"65-85"
15,0.997377413097775,0.996786371651968,0.997968804999808,"65-85"
16,0.996748516832098,0.996103843896317,0.997393606996661,"65-85"
17,0.995596040046131,0.994867172685856,0.996325441394907,"65-85"
18,0.994219160483816,0.993402026867343,0.995036966242412,"65-85"
19,0.991869730726385,0.99092380645079,0.992816557970229,"65-85"
20,0.98929555004094,0.988227101286177,0.990365153978293,"65-85"
21,0.985523330997461,0.984299635003592,0.986748548308449,"65-85"
22,0.980678725903108,0.979283071733029,0.982076369130915,"65-85"
23,0.975209584708594,0.97364446249113,0.976777222841928,"65-85"
24,0.969539543222124,0.967818129520676,0.971264018723141,"65-85"
25,0.962746991966589,0.96085802904002,0.964639668429216,"65-85"
26,0.955305095134658,0.953250964829402,0.957363651820235,"65-85"
27,0.9483853116168,0.946190730701304,0.950584982611112,"65-85"
28,0.941115296201432,0.93878452974365,0.943451849367568,"65-85"
29,0.934019136747277,0.931564685452719,0.936480054936996,"65-85"
30,0.926921199078629,0.924350869569196,0.92949867586731,"65-85"
31,0.920222530159015,0.917549026137119,0.922903824090279,"65-85"
32,0.913173823308962,0.910397692452122,0.915958419589867,"65-85"
33,0.906872233109148,0.90400868694217,0.909744849871097,"65-85"
34,0.900095084387433,0.897141996002895,0.903057893341341,"65-85"
35,0.893966265389176,0.890935588123861,0.897007252047008,"65-85"
36,0.887886475351445,0.88478189394639,0.891001950317688,"65-85"
37,0.880032776162422,0.876837405271803,0.883239791623707,"65-85"
38,0.870280981072143,0.866979380085625,0.873595155101717,"65-85"
39,0.857679691114018,0.854250417848441,0.861122730735319,"65-85"
40,0.84293004280533,0.839363176836606,0.846512066137624,"65-85"
41,0.827126711107877,0.823424587912965,0.830845479076763,"65-85"
42,0.808873109049855,0.805029140374605,0.812735432458412,"65-85"
43,0.789993263394234,0.786016484698827,0.793990162238646,"65-85"
44,0.769111337383932,0.765002898736976,0.773241840350049,"65-85"
45,0.748427199186645,0.744201975816334,0.752676411357186,"65-85"
46,0.727691457654968,0.723361742543282,0.732047088476382,"65-85"
47,0.708055211823109,0.703637015342491,0.712501150534047,"65-85"
48,0.690161560243806,0.685670811018342,0.694681721292381,"65-85"
49,0.672467698293753,0.667912872517487,0.677053585663088,"65-85"
50,0.655995195495499,0.651386980104542,0.660636011552018,"65-85"
51,0.642794905361584,0.63814762731257,0.64747602697961,"65-85"
52,0.630518012027114,0.625837690239777,0.635233335560709,"65-85"
53,0.620286876143122,0.615581121986834,0.625028603011028,"65-85"
54,0.610055115324519,0.605326196597872,0.614820977227339,"65-85"
55,0.601521161303759,0.596774324784254,0.606305754904974,"65-85"
56,0.594010806285443,0.58924930243341,0.598810786074298,"65-85"
57,0.586650990662541,0.581876252772142,0.591464908914424,"65-85"
58,0.580840941299785,0.576056333998632,0.585665288580649,"65-85"
59,0.574903317290178,0.570109352494716,0.579737593822959,"65-85"
60,0.57003989884419,0.565238656879857,0.574881923448069,"65-85"
61,0.565825566730146,0.561018315693584,0.570674010116195,"65-85"
62,0.561785785685997,0.556973093262863,0.566640063615935,"65-85"
63,0.557996263728429,0.553178741692879,0.56285574059126,"65-85"
64,0.554956128406969,0.550134832386303,0.559819677515333,"65-85"
65,0.552267027843787,0.547442508304729,0.557134065069048,"65-85"
66,0.549676129285519,0.544848613922826,0.55454641782223,"65-85"
67,0.547786055555415,0.54295633106599,0.552658741582092,"65-85"
68,0.546170554105332,0.541338939211483,0.551045292633547,"65-85"
69,0.544503543702948,0.539670036023808,0.549380342272679,"65-85"
70,0.543212432928586,0.538377418604062,0.548090869140268,"65-85"
71,0.542021063280599,0.537184659471451,0.546901010406542,"65-85"
72,0.541104483072362,0.536266942976831,0.545985661498546,"65-85"
73,0.540388631972167,0.535550144302455,0.545270833499823,"65-85"
74,0.539621563149376,0.534782087537893,0.544504833279673,"65-85"
75,0.538881363051163,0.534040953099064,0.543765645235099,"65-85"
76,0.538266082808194,0.533424846148808,0.543151257376663,"65-85"
77,0.537850078682468,0.533008168889142,0.54273597296199,"65-85"
78,0.537259363194088,0.532416656515867,0.542146117720333,"65-85"
79,0.5369689817951,0.532125712932398,0.541856332822424,"65-85"
80,0.536677832155693,0.531833995412127,0.541565785587173,"65-85"
81,0.536136931418986,0.531292349814582,0.541025688270652,"65-85"
82,0.5359211531402,0.531076068911606,0.540810439776992,"65-85"
83,0.535655262228763,0.530809639712126,0.540545119167342,"65-85"
84,0.535539401697522,0.530693350975981,0.540429704353918,"65-85"
85,0.535248501382157,0.530401897936456,0.540139391179493,"65-85"
86,0.535082598360692,0.530235532713137,0.539973972704934,"65-85"
87,0.534967031845874,0.530119543821543,0.539858845985739,"65-85"
88,0.534801200732257,0.529953253054949,0.539693496843218,"65-85"
89,0.534660453982856,0.529812065961892,0.539553210314609,"65-85"
