"time","survival","lower","upper","strata","variable"
88,0.832724067996687,0.830880877044722,0.834571347805406,"No","School membership"
89,0.832672942841095,0.830829446375265,0.834520529772464,"No","School membership"
9,0.99997857694543,0.999931704618052,1.00002545146997,"Yes","School membership"
11,0.9999312987754,0.999850117350478,1.00001248679173,"Yes","School membership"
12,0.999883743487837,0.999778942490019,0.999988555471333,"Yes","School membership"
13,0.999860104352018,0.999745302350006,0.999974919536887,"Yes","School membership"
14,0.999740800806248,0.999585373413923,0.999896252366268,"Yes","School membership"
15,0.999621497209497,0.999434060177585,0.999808969393944,"Yes","School membership"
16,0.999454361323989,0.999229657842602,0.999679115335956,"Yes","School membership"
17,0.999048064381974,0.998751823590657,0.999344393041572,"Yes","School membership"
18,0.998761347976209,0.998423638955804,0.999099171224059,"Yes","School membership"
19,0.998331134123728,0.997939415094501,0.99872300691359,"Yes","School membership"
20,0.997637843465728,0.99717220292495,0.998103701442485,"Yes","School membership"
21,0.996801055029511,0.996259599707939,0.997342804625653,"Yes","School membership"
22,0.995533774599582,0.994894647337423,0.996173312441552,"Yes","School membership"
23,0.994529571790417,0.993822702074117,0.995236944277277,"Yes","School membership"
24,0.993357956062891,0.99257963782147,0.994136884612302,"Yes","School membership"
25,0.992473333018323,0.991645229256702,0.993302128313388,"Yes","School membership"
26,0.991469127874686,0.990588021866826,0.992351017606739,"Yes","School membership"
27,0.990297508764639,0.989358478807101,0.991237429983818,"Yes","School membership"
28,0.9891976381834,0.988207425316267,0.990188843272911,"Yes","School membership"
29,0.987906436214741,0.986859477297441,0.988954505850435,"Yes","School membership"
30,0.986734817593072,0.985639025745277,0.98783182769597,"Yes","School membership"
31,0.985730610432039,0.98459471532655,0.986867815983004,"Yes","School membership"
32,0.984343742886448,0.983154841158853,0.985534082319742,"Yes","School membership"
33,0.983267784768789,0.98203942084883,0.98449768516263,"Yes","School membership"
34,0.982311408008813,0.981049070117209,0.983575370178958,"Yes","School membership"
35,0.981235448607219,0.979936035099203,0.982536585161846,"Yes","School membership"
36,0.980063824859029,0.978725304065594,0.981404176235475,"Yes","School membership"
37,0.978653039405718,0.977269030943107,0.9800390079012,"Yes","School membership"
38,0.976596513930845,0.975149033317141,0.978046143139332,"Yes","School membership"
39,0.974252990519508,0.972736755620282,0.975771588821017,"Yes","School membership"
40,0.971048478943914,0.969443590729695,0.972656024008107,"Yes","School membership"
41,0.968226629186782,0.966547987939715,0.969908185794982,"Yes","School membership"
42,0.965165614382201,0.963410969610306,0.966923454860158,"Yes","School membership"
43,0.9621045975482,0.960277585978848,0.963935085165856,"Yes","School membership"
44,0.958589168567827,0.956683038679767,0.960499096298018,"Yes","School membership"
45,0.955695562764854,0.953727087643332,0.957668100782727,"Yes","School membership"
46,0.952849787425873,0.950822237933524,0.954881660499202,"Yes","School membership"
47,0.950362754224395,0.948285227976826,0.952444831966791,"Yes","School membership"
48,0.948067049506096,0.945944665665144,0.950194195267413,"Yes","School membership"
49,0.946154008678976,0.94399511250039,0.948317842205911,"Yes","School membership"
50,0.944288797132093,0.942095033718862,0.946487668944945,"Yes","School membership"
51,0.942877996691265,0.940658305885573,0.945102925347133,"Yes","School membership"
52,0.941634606290381,0.93939237648992,0.943882188055157,"Yes","School membership"
53,0.940582549077272,0.938321468640058,0.942849078057352,"Yes","School membership"
54,0.939578322204597,0.937299434434143,0.941862750711852,"Yes","School membership"
55,0.938932840607078,0.936642594854393,0.941228686388671,"Yes","School membership"
56,0.938096029031051,0.93579117190592,0.940406563027826,"Yes","School membership"
57,0.937307051018313,0.934988526725242,0.939631324638509,"Yes","School membership"
58,0.936828982985396,0.934502223301311,0.939161535925498,"Yes","School membership"
59,0.936350915071721,0.934015958155912,0.938691709172379,"Yes","School membership"
60,0.935920680791605,0.933578378196706,0.938268860109417,"Yes","School membership"
61,0.935538277482959,0.933189470324487,0.937892996511681,"Yes","School membership"
62,0.935012375149375,0.932654664730977,0.937376045757141,"Yes","School membership"
63,0.934677803896182,0.932314449322898,0.937047149414735,"Yes","School membership"
64,0.93441498220399,0.932047204941382,0.936788774579497,"Yes","School membership"
65,0.93419999313299,0.931828605119783,0.936577416034028,"Yes","School membership"
66,0.934056754059247,0.931682962531539,0.936436593659575,"Yes","School membership"
67,0.933937430225331,0.931561638034115,0.936319281477274,"Yes","School membership"
68,0.933722441774181,0.931343055039677,0.936107907344192,"Yes","School membership"
69,0.933627035400402,0.931246052822415,0.936014105604769,"Yes","School membership"
70,0.933483793737554,0.931100420439434,0.935873267847309,"Yes","School membership"
71,0.933412303159811,0.931027735298798,0.935802978426295,"Yes","School membership"
72,0.933292979790804,0.930906423324779,0.93568565465028,"Yes","School membership"
74,0.93324566476731,0.930858312368876,0.935639139957364,"Yes","School membership"
75,0.933222007249824,0.930834257005808,0.935615882484604,"Yes","School membership"
76,0.933198349579208,0.930810201572521,0.935592624775833,"Yes","School membership"
77,0.933150775698339,0.930761833119761,0.935545849863366,"Yes","School membership"
78,0.93312711765203,0.930737777562305,0.935522591527449,"Yes","School membership"
80,0.933079801351391,0.930689666520702,0.935476074366176,"Yes","School membership"
81,0.933032226721109,0.930641298174612,0.935429297848347,"Yes","School membership"
82,0.93300856892079,0.930617243313703,0.935406039307807,"Yes","School membership"
85,0.932985427967995,0.930593704052625,0.935383298865944,"Yes","School membership"
86,0.932961769630419,0.930569648811802,0.935360039630904,"Yes","School membership"
