"time","survival","lower","upper","strata","variable"
35,0.967013394747288,0.965907571875004,0.968120483624995,"female","Sex"
36,0.964942295137826,0.963803802348291,0.966082132771435,"female","Sex"
37,0.962673349803678,0.961500294901764,0.963847835862515,"female","Sex"
38,0.959366880216088,0.958145634176246,0.960589682847994,"female","Sex"
39,0.955309490591086,0.95403212654736,0.956588564911494,"female","Sex"
40,0.950857310659377,0.949521672361121,0.952194827724295,"female","Sex"
41,0.946068534785312,0.944673565842969,0.947465563633236,"female","Sex"
42,0.940498438774927,0.939038318590353,0.941960829315151,"female","Sex"
43,0.934612302343861,0.933087237837354,0.936139859459477,"female","Sex"
44,0.92837011615844,0.926780017561196,0.929962942925801,"female","Sex"
45,0.922364083414256,0.920714651793041,0.924016469940846,"female","Sex"
46,0.916475892652489,0.914771064803035,0.918183897731862,"female","Sex"
47,0.910776190339902,0.909020116695671,0.912535656422416,"female","Sex"
48,0.905243185065558,0.903439390366479,0.9070505811964,"female","Sex"
49,0.899996738348544,0.898149397944434,0.90184787841736,"female","Sex"
50,0.89479874987268,0.892909794011458,0.896691701831009,"female","Sex"
51,0.890401618765643,0.888478535610951,0.892328864371842,"female","Sex"
52,0.886725005540769,0.88477408801399,0.888680224820106,"female","Sex"
53,0.883562328516202,0.881587964229771,0.885541114499041,"female","Sex"
54,0.88032032727785,0.87832241660344,0.882322782578455,"female","Sex"
55,0.877473535460865,0.875455318902403,0.879496404681764,"female","Sex"
56,0.87517043037163,0.873136020768203,0.877209580155666,"female","Sex"
57,0.873005190082342,0.870955752965,0.875059449709305,"female","Sex"
58,0.871067258307669,0.869004526646732,0.87313488621687,"female","Sex"
59,0.869197366991046,0.867121940791583,0.871277760650916,"female","Sex"
60,0.867713088444654,0.865627666308056,0.869803534664535,"female","Sex"
61,0.866090943075205,0.863994712398814,0.868192259642732,"female","Sex"
62,0.864685588844697,0.862580060001133,0.866796257213178,"female","Sex"
63,0.863320220508277,0.861205733804347,0.865439898833495,"female","Sex"
64,0.862231032198144,0.8601094290302,0.86435786865368,"female","Sex"
65,0.861250932320559,0.859122959467211,0.863384175977596,"female","Sex"
66,0.860290147671043,0.858155960873034,0.862429642074542,"female","Sex"
67,0.859626407552458,0.857487928457443,0.861770219775425,"female","Sex"
68,0.859031618274943,0.856889297461603,0.861179295134252,"female","Sex"
69,0.85842677490656,0.856280561123199,0.860578368040817,"female","Sex"
70,0.857930773606192,0.855781365517658,0.86008558021743,"female","Sex"
71,0.857513563561506,0.85536146199027,0.859671079850822,"female","Sex"
72,0.857175450856349,0.855021157738839,0.859335171884963,"female","Sex"
73,0.856916608637003,0.854760625605388,0.859078029755837,"female","Sex"
74,0.856608214539633,0.854450233902008,0.85877164532549,"female","Sex"
75,0.856329572736382,0.854169784454775,0.858494822093183,"female","Sex"
76,0.856040974917429,0.853879319518024,0.858208102699124,"female","Sex"
77,0.855811909298769,0.853648761711738,0.857980538305902,"female","Sex"
78,0.85556267913443,0.853397912885456,0.85773293662359,"female","Sex"
79,0.855412372310375,0.853246603468974,0.857583638454263,"female","Sex"
80,0.855291929541275,0.853125345890946,0.857464015413214,"female","Sex"
81,0.855072263196343,0.852904248179949,0.857245789135119,"female","Sex"
82,0.854981290334879,0.852812642893989,0.85715545250607,"female","Sex"
83,0.854840857026866,0.852671271655144,0.857015962815237,"female","Sex"
84,0.854769594228923,0.852599498615805,0.856945213320506,"female","Sex"
85,0.854648979446204,0.852478069939209,0.856825417362965,"female","Sex"
86,0.854577668786405,0.852406249014758,0.856754620033016,"female","Sex"
87,0.854526234316314,0.85235442804715,0.856703574366163,"female","Sex"
88,0.854474806955377,0.852302614446904,0.856652535549524,"female","Sex"
89,0.854413500626186,0.852240861213448,0.856591678804117,"female","Sex"
1,0.999980126437698,0.99994036733408,1.0000198871222,"male","Sex"
2,0.999960247766372,0.999904017726034,1.00001648096883,"male","Sex"
3,0.999940361701978,0.999871490766785,1.00000923738099,"male","Sex"
4,0.999900183400495,0.99981583405005,0.999984539867064,"male","Sex"
5,0.999870148624989,0.999774801831528,0.999965504511508,"male","Sex"
6,0.999850246214342,0.99974693643182,0.999953566672477,"male","Sex"
7,0.999820206823671,0.999707739137182,0.999932687162838,"male","Sex"
8,0.999800281629248,0.999680982434753,0.999919595060582,"male","Sex"
9,0.999749925458673,0.999619542419518,0.999880325504034,"male","Sex"
10,0.999669079708204,0.999524320140177,0.999813860241537,"male","Sex"
11,0.999628852925374,0.99947611925538,0.99978160993517,"male","Sex"
12,0.999558160906332,0.999394191815331,0.999722156899493,"male","Sex"
13,0.999477320598101,0.999301712931291,0.999652959124512,"male","Sex"
14,0.9993151666129,0.999120342270448,0.999510028945295,"male","Sex"
15,0.9991429505484,0.998929739431115,0.99935620717337,"male","Sex"
16,0.998930015384187,0.998696467169966,0.99916361821437,"male","Sex"
17,0.998585076723883,0.998322871121053,0.998847351193991,"male","Sex"
18,0.998169113981477,0.99787636916104,0.998461944683824,"male","Sex"
19,0.997549943979377,0.99721751883936,0.997882479934209,"male","Sex"
20,0.996839294818501,0.996466711735098,0.997212017212282,"male","Sex"
21,0.995519128310886,0.995082564930475,0.995955883220716,"male","Sex"
22,0.993894400805842,0.993390526601564,0.994398530588572,"male","Sex"
23,0.99217760860074,0.991611470176509,0.992744070249062,"male","Sex"
24,0.990501004862291,0.989880218276244,0.991122180764114,"male","Sex"
25,0.988458963750623,0.98777790054343,0.98914049654424,"male","Sex"
26,0.986264184737284,0.985524085455729,0.987004839811391,"male","Sex"
27,0.984028612888982,0.983233134032194,0.984824735323156,"male","Sex"
28,0.981640448750174,0.980790084515789,0.982491550267025,"male","Sex"
29,0.97911995763163,0.97821557582841,0.980025175555707,"male","Sex"
30,0.976923750957342,0.975974945175563,0.977873479132074,"male","Sex"
31,0.974697671994169,0.973706088900126,0.975690264876528,"male","Sex"
32,0.972227652982254,0.971190944684576,0.973265467925438,"male","Sex"
33,0.97017327628682,0.969100567507594,0.97124717245997,"male","Sex"
34,0.968067742904707,0.966959515995656,0.969177239946438,"male","Sex"
35,0.966145396792388,0.965005817601174,0.967286321717181,"male","Sex"
36,0.964141470092218,0.962970249768128,0.965314114922462,"male","Sex"
37,0.961405266938016,0.960192525805594,0.962619539785188,"male","Sex"
38,0.958536855526957,0.957282339668906,0.959793015424569,"male","Sex"
39,0.954701643003766,0.953393880552062,0.956011199302341,"male","Sex"
40,0.949676980611768,0.948303392147549,0.951052558676873,"male","Sex"
41,0.9448229023683,0.943389205345558,0.946258778223639,"male","Sex"
42,0.939216124088762,0.937716863558151,0.940717781699159,"male","Sex"
43,0.933638726868604,0.932077752652996,0.935202315287259,"male","Sex"
44,0.927165492134831,0.92553686710048,0.928796982986414,"male","Sex"
45,0.920580501780699,0.918886847227024,0.922277278008992,"male","Sex"
46,0.914035824958475,0.912280885265889,0.915794140599603,"male","Sex"
47,0.907795905703748,0.905985303199213,0.909610126679155,"male","Sex"
48,0.902571278093954,0.900715888374937,0.904430489740678,"male","Sex"
49,0.897305630000409,0.895406748050359,0.899208538894268,"male","Sex"
50,0.892497789986982,0.890560509465755,0.894439284770775,"male","Sex"
51,0.888605143763652,0.886637596509641,0.890577057223441,"male","Sex"
52,0.884834574738387,0.882838427114638,0.886835235764831,"male","Sex"
53,0.881328040763345,0.879305886895732,0.883354845010679,"male","Sex"
54,0.878095702284941,0.876050057496743,0.88014612381228,"male","Sex"
55,0.875371715727068,0.873306601879569,0.877441712962823,"male","Sex"
56,0.872698188309423,0.87061427461867,0.874787090083184,"male","Sex"
57,0.87016742501457,0.868065989181188,0.872273948056316,"male","Sex"
58,0.868115303905434,0.865999827928775,0.870235947595138,"male","Sex"
59,0.866245693808514,0.864117557588114,0.868379071172013,"male","Sex"
60,0.864680810959109,0.862542158770406,0.866824765883613,"male","Sex"
61,0.863298995207504,0.861151122165438,0.865452225449354,"male","Sex"
62,0.86189716011812,0.859740015038409,0.864059717618811,"male","Sex"
63,0.860698181180898,0.858533142848968,0.862868679279894,"male","Sex"
64,0.85976395169081,0.857592776324196,0.861940623841682,"male","Sex"
65,0.858901143741202,0.856724323624719,0.861083494861871,"male","Sex"
66,0.858139604414155,0.855957808460756,0.860326961662206,"male","Sex"
67,0.857378373719448,0.85519162928753,0.859570709706576,"male","Sex"
68,0.856769645863253,0.85457893699551,0.858965970602318,"male","Sex"
69,0.85620100371691,0.854006591786846,0.85840105429633,"male","Sex"
70,0.855663443731339,0.853465541600287,0.857867006048471,"male","Sex"
71,0.85526813514504,0.853067643100386,0.857474303369396,"male","Sex"
72,0.854933780797588,0.852731085437281,0.857142165954988,"male","Sex"
73,0.854619941874755,0.852415177390732,0.856830408963047,"male","Sex"
74,0.854366689926123,0.852160233916098,0.856578859002694,"male","Sex"
75,0.854164812879001,0.851956992566041,0.85637835469032,"male","Sex"
76,0.853983448429718,0.851774394649677,0.856198231330796,"male","Sex"
77,0.853852509521378,0.851642533190301,0.856068220647505,"male","Sex"
78,0.853671123241009,0.851459915690783,0.855888073209333,"male","Sex"
79,0.853591522220248,0.851379716865661,0.855809073639521,"male","Sex"
80,0.853450390062275,0.851237601233003,0.855668931027491,"male","Sex"
81,0.853299417943802,0.851085588630928,0.855519005831715,"male","Sex"
82,0.853209452831248,0.850994961428457,0.855429706867656,"male","Sex"
83,0.853109351407038,0.850894135955683,0.855330333944201,"male","Sex"
84,0.853070239980488,0.850854677797086,0.855291571322733,"male","Sex"
85,0.853010614102108,0.850794576948575,0.855232423296035,"male","Sex"
86,0.852971497946828,0.850755114320234,0.855193655686674,"male","Sex"
87,0.852922279187773,0.85070548739352,0.855144847559153,"male","Sex"
88,0.852862723237363,0.850645458115646,0.85508576781111,"male","Sex"
89,0.852843861659002,0.850626374783624,0.855067129272186,"male","Sex"
